family_id,family,variation,alias,parents,children,description,parameters,upper_bound,lower_bound,domain
16.0,Shortest Path (Directed Graphs),Replacement Paths Problem,RPP,st-Shortest Path,,"Given nodes $s$ and $t$ in a weighted directed graph and a shortest path $P$ from $s$ to $t$, compute the length of the shortest simple path that avoids edge $e$, for all edges $e$ on $P$","$V$: number of vertices
$E$: number of edges
$L$: maximum absolute value of edge cost",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP,All-Pairs Shortest Paths,,APSP on Dense Directed Graphs with Arbitrary Weights; APSP on Dense Undirected Graphs with Arbitrary Weights; APSP on Geometrically Weighted Graphs; APSP on Sparse Directed Graphs with Arbitrary Weights; APSP on Sparse Undirected Graphs with Arbitrary Weights; APSP on Dense Directed Unweighted Graphs; APSP on Dense Undirected Unweighted Graphs; APSP on Sparse Directed Unweighted Graphs; APSP on Sparse Undirected Unweighted Graphs; (5/3)-approximate ap-shortest paths; APSP on Directed Graphs with Real-Valued Weights;,The shortest path problem is the problem of finding a path between two vertices (or nodes) in a graph such that the sum of the weights of the edges along the path is minimized. The goal of the all-pairs shortest path problem is to find such a shortest-path between all pairs of vertices in a given graph.,"$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Dense Directed Graphs with Arbitrary Weights,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is dense ($m = O(n^2)$), is directed, and has arbitrary weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Dense Undirected Graphs with Arbitrary Weights,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is dense ($m = O(n^2)$), is undirected, and has arbitrary weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Geometrically Weighted Graphs,,APSP,,"In this case, the graph $G=(V,E)$ that we consider may be dense or sparse, may be directed or undirected, and has weights from a fixed set of $c$ values.","$n$: number of vertices
$m$: number of edges
$c$: number of unique weights",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Dense Undirected Graphs with Positive Integer Weights,,APSP on Dense Undirected Graphs with Arbitrary Weights; APSP,,"In this case, the graph $G=(V,E)$ that we consider is dense ($m = O(n^2)$), is undirected, and has positive integer weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Sparse Directed Graphs with Arbitrary Weights,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is sparse ($m = O(n)$), is directed, and has arbitrary weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Sparse Undirected Graphs with Positive Integer Weights,,APSP on Sparse Undirected Graphs with Arbitrary Weights; APSP,,"In this case, the graph $G=(V,E)$ that we consider is sparse ($m = O(n)$), is undirected, and has positive integer weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Sparse Undirected Graphs with Arbitrary Weights,,APSP,APSP on Sparse Undirected Graphs with Positive Integer Weights,"In this case, the graph $G=(V,E)$ that we consider is sparse ($m = O(n)$), is undirected, and has arbitrary weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Dense Directed Unweighted Graphs,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is dense ($m = O(n^2)$), is directed, and is unweighted (or equivalently, has all unit weights).","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Dense Undirected Unweighted Graphs,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is dense ($m = O(n^2)$), is undirected, and is unweighted (or equivalently, has all unit weights).","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Sparse Directed Unweighted Graphs,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is sparse ($m = O(n)$), is directed, and is unweighted (or equivalently, has all unit weights).","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Sparse Undirected Unweighted Graphs,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is sparse ($m = O(n)$), is undirected, and is unweighted (or equivalently, has all unit weights).","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),(5/3)-approximate ap-shortest paths,,APSP,,Approximate APSP within a factor of 5/3.,"$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),Approximate Distance Oracle,,,,"Preprocess a graph $G = (V, E)$ as to answer queries (up to a small error) of the form: given $u, v\in V$, what is the distance between $u$ and $v$?","$n$: number of vertices
$m$: number of edges",,,Combinatorics
17.0,All-Pairs Shortest Paths (Apsp),APSP on Directed Graphs with Real-Valued Weights,,APSP,,"In this case, the graph $G=(V,E)$ that we consider is directed and has real-valued weights.","$n$: number of vertices
$m$: number of edges",,,Combinatorics
18.0,Integer Factoring,Smallest Factor,First Category Integer Factoring,,,"Given an $n$-bit integer $N$, find a non-trivial factorization $N=pq$ (where $p, q>1$ are integers) or return that $N$ is prime. For ""first category"" algorithms, the running time depends on the size of smallest prime factor.",b,O(exp((1+o(1))(32n/9)^(1/3)(log n)^(2/3)) heuristically?,,Numerical Analysis
18.5,Integer Factoring,UNLISTED VARIATION,,,,,,,,
19.0,Integer Factoring,Integer Factoring,Second Category Integer Factoring,,,"Given an $n$-bit integer $N$, find a non-trivial factorization $N=pq$ (where $p, q>1$ are integers) or return that $N$ is prime. For ""second category"" algorithms, the running time depends solely on the size of the integer to be factored",$n$: number of bits in the integer,O(exp((1+o(1))(64n/9)^(1/3)(log n)^(2/3)) heuristically?,,Numerical Analysis
20.0,Lu Decomposition,Rectangular Matrix LU Decomposition,,,Square Matrix LU Decomposition; Dense Matrix Lu Decomposition,"Lower–upper (LU) decomposition or factorization factors a matrix as the product of a lower triangular matrix and an upper triangular matrix. In the general case, the input is an $m \times n$ matrix.","$m$: number of rows in input matrix
$n$: number of columns in input matrix
$l$: number of columns chosen to use in the decomposition ($l \geq k$)
$k$: desired rank of decomposition",,,Numerical Analysis
20.0,Lu Decomposition,Square Matrix LU Decomposition,,Rectangular Matrix LU Decomposition,,"Lower–upper (LU) decomposition or factorization factors a matrix as the product of a lower triangular matrix and an upper triangular matrix. In this specific case, the input is a square $n \times n$ matrix",$n$: dimension of square matrix,,,Numerical Analysis
20.0,Lu Decomposition,Dense Matrix LU Decomposition,,Rectangular Matrix LU Decomposition,,,,,,
21.0,Informed Search,Informed Search,,,,Informed search tries to reduce the amount of search that must be done by making intelligent choices for the nodes that are selected for expansion.,"$b$: branching factor (the average number of successors per state)
$d$: the depth of the solution (the shortest path)
$n$: total number of nodes",O(b^d),O(d),Robotics
22.0,String Search,Single String Search,,,,Single string search algorithms try to find a place where a string (also called a pattern) is found within a larger string or text.,"$m$: pattern length
$n$: length of searchable text
$s$: size of the alphabet",,,Combinatorics
22.0,String Search,Multiple String Search,,,,Multiple string search algorithms try to find a place where one or several strings (also called patterns) are found within a larger string or text.,"$m$: longest pattern length
$n$: length of searchable text
$s$: size of the alphabet
$k$: number of patterns to search for
$z$: number of matches",$O(n + m + z)$,,Combinatorics
22.0,String Search,Dynamic $k$-Mismatch,,,,"Build a data structure that keeps track of a text $T$ (of length $n$) and a pattern $P$ (of length $m$) supporting 2 operations:
- Update: performs a single-letter substitution in the pattern or the text.
- Query(i): returns the Hamming distance between $P$ and $T[i:i+m]$, or reports that the distance exceeds $k$.","$m$: pattern length
$n$: length of searchable text
$k$: mismatch parameter
$q$: number of queries",,,
22.0,String Search,"Pattern Distance, Normalized Hamming Distance under Shifts",Shift-Ham,,"Pattern Distance, Normalized Hamming Distance under Shifts and Scaling","Given a text $T$ of length $n$ and a pattern $P$ of length $m$, both consisting of numbers, output the normalised Hamming distance under shifts ($d_H^+(i) = \min_{\alpha} \left| \{ j \mid \alpha+P[j] \neq T[i+j] \} \right|$) at every position $i\in \{0, \dots, n-m\}$ of the text.","$m$: pattern length
$n$: length of searchable text",,,Combinatorics
22.0,String Search,"Pattern Distance, Normalized Hamming Distance under Shifts and Scaling",ShiftScale-Ham,"Pattern Distance, Normalized Hamming Distance under Shifts",,"Given a text $T$ of length $n$ and a pattern $P$ of length $m$, both consisting of numbers, output the normalised Hamming distance under shifts and scaling ($d_H^+(i) = \min_{\alpha, \beta} \left| \{ j \mid \alpha+\beta P[j] \neq T[i+j] \} \right|$) at every position $i\in \{0, \dots, n-m\}$ of the text.","$m$: pattern length
$n$: length of searchable text",,,Combinatorics
22.0,String Search,Jumbled Indexing,,,,"Given a text $T$ over an alphabet $\Sigma$, preprocess the text to answer the following queries: given a vector $\psi \in \mathbb N^{|\Sigma|}$, decide whether there is a substring $S'$ such that the Parikh vector $\psi(S') is equal to $\psi$.","$n$: length of text
$|\Sigma|$: size of alphabet",,,
22.0,String Search,Dictionary Matching with One Gap,DMOG,,Dictionary Matching with One Gap*,"We are given a text $T$ of length $n$ over alphabet $\Sigma$, and a dictionary $D$ of $d$ gapped patterns $P_1, \dots, P_d$ over alphabet $\Sigma$ where each pattern has at most one gap. We wish to output all locations in $T$ where a pattern $P_i\in D$, $1\leq i\leq d$, ends. (A gapped pattern $P$ is one of the form $P^1 \{\alpha, \beta\} P^2$ where each subpattern $P^1$, $P^2$ is a string over alphabet $\Sigma$, and $\{\alpha, \beta\}$ matches any substring of length at least $\alpha$ and at most $\beta$.)","$n$: length of text
$|\Sigma|$: size of alphabet
$d$: number of patterns
$m$: (max) pattern length",,,
22.0,String Search,Dictionary Matching with One Gap*,DMOG*,Dictionary Matching with One Gap,,"Here, every dictionary subpattern is a single character with unbounded gaps between them.","$n$: length of text
$|\Sigma|$: size of alphabet
$d$: number of patterns
$m$: (max) pattern length",,,
23.0,Sequence Alignment,"Edit Distance, constant-size alphabet",,,"Edit Sequence, constant-size alphabet","Given two strings, determine the minimum number of edits required to transform one of the strings into the other. Assume we have a constant-size alphabet.","$m,n$: lengths of input strings; assume $m\leq n$",O(mn/log^2(n)),Omega((mn)^(1-eps)) for any eps>0,Bioinformatics
23.0,Sequence Alignment,"Edit Sequence, constant-size alphabet",,"Edit Distance, constant-size alphabet",,"Given two strings, determine the shortest sequence of edits required to transform one of the strings into the other. Assume we have a constant-size alphabet.","$m,n$: lengths of input strings; assume $m\leq n$",O(mn/log^2(n)),Omega((mn)^(1-eps)) for any eps>0,Bioinformatics
